Num,Foldername,Kor
629,NIA_SL_SEN1721_REAL01,보건소 곳 다음 내리다
630,NIA_SL_SEN1283_REAL01,백화점 다음 곳 보다 차내리다
633,NIA_SL_SEN1391_REAL01,여의도 길 무엇
634,NIA_SL_SEN1839_REAL01,우회전 확인 맞다
635,NIA_SL_SEN0924_REAL01,한국농아인협회 가다
637,NIA_SL_SEN1532_REAL01,사거리 다음 내리다
638,NIA_SL_SEN0698_REAL01,아파트 가다
639,NIA_SL_SEN0157_REAL01,설명 어렵다
640,NIA_SL_SEN1669_REAL01,샛길 저기 다음 도착 차내리다
643,NIA_SL_SEN0362_REAL01,여기 내리다 맞다
644,NIA_SL_SEN0643_REAL01,손바닥찍다 차내리다 가다
645,NIA_SL_SEN1564_REAL01,보건소 곳 다음 차내리다
647,NIA_SL_SEN0251_REAL01,첫차 시간
648,NIA_SL_SEN1644_REAL01,군청 곳 다음 차내리다
649,NIA_SL_SEN0772_REAL01,시청 내리다
650,NIA_SL_SEN1423_REAL01,이화여대 곳 목적 방법 무엇
653,NIA_SL_SEN0474_REAL01,안전벨트
654,NIA_SL_SEN1293_REAL01,이마트 곳 저기 다음
655,NIA_SL_SEN1977_REAL01,불편하다
657,NIA_SL_SEN1708_REAL01,대로 다음 도착 차내리다
658,NIA_SL_SEN0433_REAL01,여기 차내리다 맞다
659,NIA_SL_SEN0310_REAL01,서울 지하철 정기권 사다 무엇 곳
660,NIA_SL_SEN1743_REAL01,은행 저기 곳 다음 내리다
663,NIA_SL_SEN1329_REAL01,3 찾다 무엇 방법
664,NIA_SL_SEN1566_REAL01,보건소 곳 다음 도착 내리다
665,NIA_SL_SEN1955_REAL01,시계 없다 잃어버리다
667,NIA_SL_SEN0218_REAL01,사거리 건너다
668,NIA_SL_SEN0064_REAL01,지하철 시간 딱
669,NIA_SL_SEN1304_REAL01,이마트 다음 곳 도착 내리다
670,NIA_SL_SEN0919_REAL01,난방 켜다
673,NIA_SL_SEN0476_REAL01,안전벨트
674,NIA_SL_SEN0813_REAL01,버스 곳 내리다 맞다
675,NIA_SL_SEN1755_REAL01,경찰 저기 곳 다음 차내리다
677,NIA_SL_SEN1477_REAL01,지하철 곳 다음 도착 내리다
678,NIA_SL_SEN1791_REAL01,아이 잃어버리다 실종
679,NIA_SL_SEN1098_REAL01,에어컨 사용 불가능 고장
680,NIA_SL_SEN0543_REAL01,차 올리다
683,NIA_SL_SEN0019_REAL01,나
684,NIA_SL_SEN0386_REAL01,길 곳곳 도움받다
685,NIA_SL_SEN0446_REAL01,신호등 다음 차내리다
687,NIA_SL_SEN1899_REAL01,핸드폰 잃어버리다 실종
688,NIA_SL_SEN0221_REAL01,사거리 전 버스 곳 차내리다
689,NIA_SL_SEN1161_REAL01,에어컨 사용 불가능 안되다
690,NIA_SL_SEN0057_REAL01,돈받다
693,NIA_SL_SEN1113_REAL01,엘리베이터 불량 사용 불가능
694,NIA_SL_SEN1750_REAL01,은행 저기 곳 다음 도착 차내리다
695,NIA_SL_SEN1877_REAL01,아이 잃어버리다
697,NIA_SL_SEN1714_REAL01,육교 곳 다음 차내리다
698,NIA_SL_SEN1261_REAL01,맥도날드 보다 다음 저기 곳 내리다
699,NIA_SL_SEN1419_REAL01,영등포 곳 찾다 길 가다 방법
700,NIA_SL_SEN0968_REAL01,에어컨 끄다
703,NIA_SL_SEN0032_REAL01,원래
704,NIA_SL_SEN1681_REAL01,119 곳 다음 여기
705,NIA_SL_SEN0603_REAL01,서울역 차내리다 가다
707,NIA_SL_SEN0694_REAL01,아파트 저기 곳
708,NIA_SL_SEN0942_REAL01,서울농아인협회 가다
709,NIA_SL_SEN1387_REAL01,여의도 가다 원하다 방법
710,NIA_SL_SEN0329_REAL01,지하철 곳 옷가게 있다
713,NIA_SL_SEN0166_REAL01,지하철 지하위 곳곳
714,NIA_SL_SEN1512_REAL01,버스 곳 다음 내리다
715,NIA_SL_SEN1080_REAL01,단말기터치 고장 안되다
717,NIA_SL_SEN0665_REAL01,지름길 도착 가다
718,NIA_SL_SEN0412_REAL01,택시 카톡보내다
719,NIA_SL_SEN1414_REAL01,영등포 길 찾다 길 방법
720,NIA_SL_SEN0204_REAL01,경찰 부르다
723,NIA_SL_SEN0530_REAL01,영수증 받다
724,NIA_SL_SEN0869_REAL01,한국농아인협회 가다
725,NIA_SL_SEN0992_REAL01,청음회관 차내리다 오케이
727,NIA_SL_SEN1192_REAL01,버스 전 곳 저기 차내리다
728,NIA_SL_SEN1426_REAL01,이화여대 찾다 목적 방법 무엇
729,NIA_SL_SEN1491_REAL01,병원 다음 여기
730,NIA_SL_SEN1379_REAL01,송파 지하철 가다 목적 무엇
733,NIA_SL_SEN0334_REAL01,1호 첫차 시간
734,NIA_SL_SEN1040_REAL01,안내소 곳
735,NIA_SL_SEN1101_REAL01,에어컨 사용 불가능 안되다
737,NIA_SL_SEN1761_REAL01,편지 다음 여기
738,NIA_SL_SEN1086_REAL01,단말기터치 고장 사용 안되다
739,NIA_SL_SEN1184_REAL01,공항 버스 보다 전 곳 차내리다
740,NIA_SL_SEN1377_REAL01,송파 지하철 곳 목적 무엇
743,NIA_SL_SEN1782_REAL01,가방 사라지다 실종
744,NIA_SL_SEN0365_REAL01,내리다 갈아타다 가능
745,NIA_SL_SEN0793_REAL01,지금 내리다 맞다
747,NIA_SL_SEN0122_REAL01,1호 갈아타다 목적 곳곳
748,NIA_SL_SEN1258_REAL01,맥도날드 보다 곳 저기 다음 내리다
749,NIA_SL_SEN1862_REAL01,우산 실종 잃어버리다
750,NIA_SL_SEN0245_REAL01,종로 가다 방법
753,NIA_SL_SEN1970_REAL01,노트북 잃어버리다
754,NIA_SL_SEN1549_REAL01,대로 다음 도착 차내리다
755,NIA_SL_SEN0366_REAL01,1호 맞다
757,NIA_SL_SEN1819_REAL01,카드 실종
758,NIA_SL_SEN0085_REAL01,여기 기차 되다
759,NIA_SL_SEN1521_REAL01,119 곳 다음 여기
760,NIA_SL_SEN1754_REAL01,경찰 저기 곳 다음 차내리다
763,NIA_SL_SEN1250_REAL01,맥도날드 보다 곳 다음 차내리다
764,NIA_SL_SEN0583_REAL01,응급실 내리다
765,NIA_SL_SEN0051_REAL01,어린이교통카드
767,NIA_SL_SEN1581_REAL01,은행 다음 여기
768,NIA_SL_SEN1373_REAL01,송파 지하철 목적 길 가다 방법
769,NIA_SL_SEN1969_REAL01,반지 실종 잃어버리다
770,NIA_SL_SEN0831_REAL01,건너다 차내리다 오케이
773,NIA_SL_SEN0725_REAL01,나사렛 전 도착 내리다
774,NIA_SL_SEN1636_REAL01,지하철 곳 다음 도착 내리다
775,NIA_SL_SEN1780_REAL01,가방 없다 실종
777,NIA_SL_SEN1554_REAL01,육교 곳 다음 차내리다
778,NIA_SL_SEN0200_REAL01,택시 문자받다
779,NIA_SL_SEN1648_REAL01,군청 곳 다음 도착 차내리다
780,NIA_SL_SEN1256_REAL01,맥도날드 보다 곳 다음 도착 내리다
783,NIA_SL_SEN1206_REAL01,버스 곳 전 보다 도착 내리다
784,NIA_SL_SEN1598_REAL01,경찰 저기 곳 다음 도착 내리다
785,NIA_SL_SEN0833_REAL01,시청 내리다
787,NIA_SL_SEN1099_REAL01,에어컨 불량 안되다
788,NIA_SL_SEN0604_REAL01,서울역 차내리다 가다
789,NIA_SL_SEN0017_REAL01,약속 늦다
790,NIA_SL_SEN1680_REAL01,버스 곳 저기 다음 도착 차내리다
793,NIA_SL_SEN1642_REAL01,군청 곳 다음 내리다
794,NIA_SL_SEN1479_REAL01,지하철 곳 다음 도착 차내리다
795,NIA_SL_SEN1891_REAL01,안경 잃어버리다 실종
797,NIA_SL_SEN0358_REAL01,여기 맞다
798,NIA_SL_SEN1024_REAL01,의자 무엇
799,NIA_SL_SEN0275_REAL01,지하철 단말기터치 안되다
800,NIA_SL_SEN1500_REAL01,병원 저기 다음 도착 차내리다
803,NIA_SL_SEN1811_REAL01,지갑 실종
804,NIA_SL_SEN0128_REAL01,시간 지연되다
805,NIA_SL_SEN1652_REAL01,병원 다음 내리다
807,NIA_SL_SEN1684_REAL01,119 곳 다음 차내리다
808,NIA_SL_SEN1951_REAL01,영수증 원하다
809,NIA_SL_SEN0213_REAL01,어린이집 보다 차내리다
810,NIA_SL_SEN0834_REAL01,시청 내리다
813,NIA_SL_SEN0279_REAL01,지하철 안 없다
814,NIA_SL_SEN0971_REAL01,에어컨 끄다
815,NIA_SL_SEN0832_REAL01,시청
817,NIA_SL_SEN0902_REAL01,춥다 켜다
818,NIA_SL_SEN1744_REAL01,은행 저기 곳 다음 차내리다
819,NIA_SL_SEN1749_REAL01,은행 저기 곳 다음 도착 차내리다
820,NIA_SL_SEN0302_REAL01,아이 혼자 방황
823,NIA_SL_SEN0107_REAL01,지하철 곳 명동 맞다
824,NIA_SL_SEN1939_REAL01,돈
825,NIA_SL_SEN0403_REAL01,내리다 곳 알려받다
827,NIA_SL_SEN0628_REAL01,지름길 가다 내리다
828,NIA_SL_SEN0893_REAL01,에어컨 켜다
829,NIA_SL_SEN0400_REAL01,도착 알려받다 가능
830,NIA_SL_SEN1742_REAL01,은행 저기 곳 다음 내리다
833,NIA_SL_SEN1528_REAL01,119 곳 저기 다음 도착 내리다
834,NIA_SL_SEN1670_REAL01,샛길 저기 다음 도착 차내리다
835,NIA_SL_SEN0343_REAL01,몇사람
837,NIA_SL_SEN0578_REAL01,나사렛 목적
838,NIA_SL_SEN0820_REAL01,버스 곳 차내리다 맞다
839,NIA_SL_SEN1676_REAL01,버스 곳 저기 다음 곳
840,NIA_SL_SEN1180_REAL01,공항 버스 보다 곳 전 차내리다
843,NIA_SL_SEN0189_REAL01,좋다
844,NIA_SL_SEN1092_REAL01,카드 불량 잘 안되다
845,NIA_SL_SEN1874_REAL01,가방 사라지다 실종
847,NIA_SL_SEN1336_REAL01,3 가다 원하다 길 방법
848,NIA_SL_SEN1659_REAL01,병원 저기 다음 도착 차내리다
849,NIA_SL_SEN1339_REAL01,3 목적 길 무엇
850,NIA_SL_SEN1214_REAL01,스타벅스 곳 저기 전 도착 내리다
853,NIA_SL_SEN0633_REAL01,명동 내리다
854,NIA_SL_SEN0721_REAL01,나사렛 전 차내리다
855,NIA_SL_SEN0434_REAL01,신호등 전 내리다
857,NIA_SL_SEN1298_REAL01,우산 잃어버리다
858,NIA_SL_SEN1359_REAL01,서울대학교 곳 찾다 무엇
859,NIA_SL_SEN0373_REAL01,도착 1시
860,NIA_SL_SEN0052_REAL01,어린이교통카드 되다
863,NIA_SL_SEN1005_REAL01,약 곳곳
864,NIA_SL_SEN1463_REAL01,터널 다음 차내리다
865,NIA_SL_SEN1509_REAL01,샛길 저기 다음 도착 차내리다
867,NIA_SL_SEN0379_REAL01,도착 3시
868,NIA_SL_SEN0300_REAL01,저기 쓰러지다
869,NIA_SL_SEN0165_REAL01,지하철 계단 번호
870,NIA_SL_SEN0874_REAL01,서울농아인협회 내리다
873,NIA_SL_SEN0599_REAL01,손바닥찍다 곳
874,NIA_SL_SEN1342_REAL01,3 찾다 길 무엇
875,NIA_SL_SEN1204_REAL01,버스 전 곳 보다 차내리다
877,NIA_SL_SEN1140_REAL01,단말기터치 잘 안되다
878,NIA_SL_SEN0646_REAL01,손바닥찍다 목적 가다
879,NIA_SL_SEN1579_REAL01,언덕 저기 곳 다음 도착 차내리다
880,NIA_SL_SEN1918_REAL01,차밀리다
883,NIA_SL_SEN0261_REAL01,계산 틀리다
884,NIA_SL_SEN0737_REAL01,저기 차내리다 맞다
885,NIA_SL_SEN1316_REAL01,파리바게트 다음 저기 도착 내리다
887,NIA_SL_SEN1333_REAL01,3 곳 길 방법
888,NIA_SL_SEN1464_REAL01,터널 다음 차내리다
889,NIA_SL_SEN0574_REAL01,나사렛 내리다
890,NIA_SL_SEN1380_REAL01,송파 지하철 찾다 목적 무엇
893,NIA_SL_SEN0587_REAL01,응급실 도착
894,NIA_SL_SEN1796_REAL01,열쇠 없다 실종
895,NIA_SL_SEN0597_REAL01,손바닥찍다 도착
897,NIA_SL_SEN1292_REAL01,이마트 곳 저기 다음 차내리다
898,NIA_SL_SEN1315_REAL01,파리바게트 다음 저기 도착 내리다
899,NIA_SL_SEN0642_REAL01,손바닥찍다 내리다 가다
900,NIA_SL_SEN0605_REAL01,서울역 도착 가다
903,NIA_SL_SEN1815_REAL01,지갑 잃어버리다 실종
904,NIA_SL_SEN0163_REAL01,핸드폰 번호
905,NIA_SL_SEN1967_REAL01,반지 사라지다 실종
907,NIA_SL_SEN1897_REAL01,핸드폰 찾다 실종
908,NIA_SL_SEN1793_REAL01,열쇠 잃어버리다
909,NIA_SL_SEN1693_REAL01,사거리 다음 차내리다
910,NIA_SL_SEN0685_REAL01,샛길 곳
913,NIA_SL_SEN1844_REAL01,좌회전 맞다
914,NIA_SL_SEN0709_REAL01,샛길 저기 곳
915,NIA_SL_SEN1993_REAL01,노트북 실종 잃어버리다
917,NIA_SL_SEN0016_REAL01,급하다
918,NIA_SL_SEN0966_REAL01,천안아산역 내리다
919,NIA_SL_SEN1415_REAL01,영등포 곳 찾다 길 무엇
920,NIA_SL_SEN0877_REAL01,서울농아인협회 차내리다
923,NIA_SL_SEN0742_REAL01,기차 곳 내리다 맞다
924,NIA_SL_SEN1077_REAL01,단말기터치 사용 안되다 고장
925,NIA_SL_SEN0332_REAL01,막차 시간
927,NIA_SL_SEN0419_REAL01,명동 차내리다
928,NIA_SL_SEN0256_REAL01,도착 몇분
929,NIA_SL_SEN1637_REAL01,지하철 곳 다음 도착 내리다
930,NIA_SL_SEN0225_REAL01,신호등 곳 차내리다
933,NIA_SL_SEN0065_REAL01,사람 계산 잘못하다
934,NIA_SL_SEN0214_REAL01,어린이집 보다 차내리다
935,NIA_SL_SEN1860_REAL01,우산 사라지다 실종
937,NIA_SL_SEN1036_REAL01,회의실 곳 무엇
938,NIA_SL_SEN0687_REAL01,샛길 가다
939,NIA_SL_SEN0240_REAL01,강남 가다 목적 지하철 갈아타다 몇호
940,NIA_SL_SEN0659_REAL01,공항 가다 내리다
943,NIA_SL_SEN1090_REAL01,카드 고장 안되다
944,NIA_SL_SEN0413_REAL01,택시 카톡보내다
945,NIA_SL_SEN0881_REAL01,서울농아인협회 내리다 오케이
947,NIA_SL_SEN1558_REAL01,육교 곳 다음 도착 차내리다
948,NIA_SL_SEN1294_REAL01,이마트 곳 저기 다음 도착 내리다
949,NIA_SL_SEN1704_REAL01,대로 다음 차내리다
950,NIA_SL_SEN1037_REAL01,회의실 곳곳
953,NIA_SL_SEN1847_REAL01,좌회전 확인 맞다
954,NIA_SL_SEN0539_REAL01,유리 내리다
955,NIA_SL_SEN1232_REAL01,택시 전 저기 차내리다
957,NIA_SL_SEN0280_REAL01,표지판 보다 찾다
958,NIA_SL_SEN0120_REAL01,내리다
959,NIA_SL_SEN0035_REAL01,만원
960,NIA_SL_SEN1685_REAL01,119 곳 다음 차내리다
963,NIA_SL_SEN0534_REAL01,영수증 주세요
964,NIA_SL_SEN0598_REAL01,손바닥찍다 목적
965,NIA_SL_SEN0134_REAL01,있다
967,NIA_SL_SEN0459_REAL01,화장실 뼈곳
968,NIA_SL_SEN1203_REAL01,버스 전 곳 보다 차내리다
969,NIA_SL_SEN0509_REAL01,차 올리다
970,NIA_SL_SEN0854_REAL01,차 뒤 트렁크열다
973,NIA_SL_SEN0915_REAL01,난방 켜다
974,NIA_SL_SEN0007_REAL01,저기
975,NIA_SL_SEN1424_REAL01,이화여대 길 목적 방법 무엇
977,NIA_SL_SEN1035_REAL01,돈주다 돈얼마
978,NIA_SL_SEN1731_REAL01,언덕 다음 여기
979,NIA_SL_SEN0050_REAL01,장애인복지카드
980,NIA_SL_SEN1015_REAL01,자판기 곳 길
983,NIA_SL_SEN0905_REAL01,에어컨
984,NIA_SL_SEN1056_REAL01,물품보관 잘 안되다 죽다
985,NIA_SL_SEN0595_REAL01,손바닥찍다 차내리다
987,NIA_SL_SEN0039_REAL01,택시 기본 만원
988,NIA_SL_SEN0407_REAL01,택시 문자받다 맞다
989,NIA_SL_SEN0127_REAL01,시간 지연되다
990,NIA_SL_SEN1995_REAL01,보청기 없다 잃어버리다
993,NIA_SL_SEN0757_REAL01,버스 곳 차내리다 맞다
994,NIA_SL_SEN1941_REAL01,카드 되다
995,NIA_SL_SEN1068_REAL01,공기청정기 사용 안되다 죽다
997,NIA_SL_SEN0438_REAL01,신호등 전 곳
998,NIA_SL_SEN0518_REAL01,학교 저기 가다
999,NIA_SL_SEN1331_REAL01,3 가다 원하다 곳 방법
1000,NIA_SL_SEN1457_REAL01,종로 찾다 가다 길 방법
1003,NIA_SL_SEN1097_REAL01,에어컨 사용 안되다 고장
1004,NIA_SL_SEN0169_REAL01,신분증
1005,NIA_SL_SEN0508_REAL01,차 유리 올리다
1007,NIA_SL_SEN0980_REAL01,따뜻하다 끄다
1008,NIA_SL_SEN0810_REAL01,기차 곳 차내리다 맞다
1009,NIA_SL_SEN0825_REAL01,건너다 차내리다
1010,NIA_SL_SEN0764_REAL01,건너다 오케이
1013,NIA_SL_SEN0351_REAL01,고속 빨리
1014,NIA_SL_SEN1420_REAL01,영등포 길 찾다 길 가다 방법
1015,NIA_SL_SEN1525_REAL01,119 곳 다음 차내리다
1017,NIA_SL_SEN0801_REAL01,기차 곳 맞다
1018,NIA_SL_SEN0444_REAL01,신호등 다음 내리다
1019,NIA_SL_SEN1277_REAL01,백화점 곳 다음 보다 내리다
1020,NIA_SL_SEN0324_REAL01,지하철 곳 카페 있다
1023,NIA_SL_SEN0063_REAL01,지하철 시간 일정하다 위아래
1024,NIA_SL_SEN1287_REAL01,열쇠 실종 잃어버리다
1025,NIA_SL_SEN0314_REAL01,은행 번호 필요
1027,NIA_SL_SEN1069_REAL01,공기청정기 고장 불량
1028,NIA_SL_SEN1730_REAL01,보건소 곳 다음 여기
1029,NIA_SL_SEN1004_REAL01,약 곳곳
1030,NIA_SL_SEN1861_REAL01,우산 잃어버리다 실종
1033,NIA_SL_SEN1991_REAL01,접근 도착 되다
1034,NIA_SL_SEN0005_REAL01,여기
1035,NIA_SL_SEN1406_REAL01,영등포 길 곳 방법 무엇
1037,NIA_SL_SEN1028_REAL01,의자 무엇 곳
1038,NIA_SL_SEN0475_REAL01,안전벨트 꼿다
1039,NIA_SL_SEN1508_REAL01,샛길 저기 다음 도착 내리다
1040,NIA_SL_SEN1740_REAL01,언덕 저기 곳 다음 도착 차내리다
1043,NIA_SL_SEN0341_REAL01,왜
1044,NIA_SL_SEN0336_REAL01,무엇
1045,NIA_SL_SEN0301_REAL01,저기 쓰러지다 119 전화걸다 가능
1047,NIA_SL_SEN1746_REAL01,은행 저기 곳 다음
1048,NIA_SL_SEN0361_REAL01,타다 곳 맞다
1049,NIA_SL_SEN0382_REAL01,트렁크열다 물건 나르다
1050,NIA_SL_SEN1914_REAL01,유턴 맞다
1053,NIA_SL_SEN0083_REAL01,여기 1호 되다
1054,NIA_SL_SEN0719_REAL01,나사렛 전 내리다
1055,NIA_SL_SEN0168_REAL01,버스 타다 곳곳
1057,NIA_SL_SEN1561_REAL01,보건소 곳 다음 내리다
1058,NIA_SL_SEN0791_REAL01,지금 맞다
1059,NIA_SL_SEN0943_REAL01,서대문농아인복지관 가다
1060,NIA_SL_SEN1128_REAL01,자판기 고장
1063,NIA_SL_SEN1706_REAL01,대로 다음 도착 내리다
1064,NIA_SL_SEN1762_REAL01,편지 저기 곳 다음 내리다
1065,NIA_SL_SEN0672_REAL01,나사렛 내리다 가다
1067,NIA_SL_SEN0821_REAL01,건너다
1068,NIA_SL_SEN1517_REAL01,버스 곳 저기 다음 도착 내리다
1069,NIA_SL_SEN0714_REAL01,아파트 저기 가다
1070,NIA_SL_SEN1042_REAL01,안내소 곳곳
1073,NIA_SL_SEN1683_REAL01,119 곳 다음 내리다
1074,NIA_SL_SEN0076_REAL01,여기 명동 지하철
1075,NIA_SL_SEN0669_REAL01,지름길 가다 내리다
1077,NIA_SL_SEN0416_REAL01,명동 내리다
1078,NIA_SL_SEN1444_REAL01,종로 곳 가다 방법
1079,NIA_SL_SEN0278_REAL01,지하철 안 없다
1080,NIA_SL_SEN0363_REAL01,여기 갈아타다 맞다
1083,NIA_SL_SEN0544_REAL01,유리 올리다
1084,NIA_SL_SEN1872_REAL01,가방 없다 실종
1085,NIA_SL_SEN0596_REAL01,손바닥찍다 차내리다
1087,NIA_SL_SEN1585_REAL01,은행 저기 곳 다음 차내리다
1088,NIA_SL_SEN1048_REAL01,계단 곳
1089,NIA_SL_SEN1073_REAL01,공기청정기 사용 불가능 불량
1090,NIA_SL_SEN1434_REAL01,이화여대 찾다 목적 곳 방법
1093,NIA_SL_SEN1384_REAL01,여의도 곳 방법
1094,NIA_SL_SEN1130_REAL01,자판기 잘 안되다
1095,NIA_SL_SEN1159_REAL01,에어컨 불량 안되다
1097,NIA_SL_SEN0720_REAL01,나사렛 전 내리다
1098,NIA_SL_SEN1266_REAL01,맥도날드 보다 곳 저기 다음 도착 내리다
1099,NIA_SL_SEN1374_REAL01,송파 지하철 가다 길 가다 방법
1100,NIA_SL_SEN1571_REAL01,언덕 다음 여기
1103,NIA_SL_SEN1546_REAL01,대로 다음 도착 내리다
1104,NIA_SL_SEN0223_REAL01,지하철 철로 물건 떨어지다
1105,NIA_SL_SEN0277_REAL01,병원 주차
1107,NIA_SL_SEN1410_REAL01,영등포 길 곳 무엇 방법
1108,NIA_SL_SEN0658_REAL01,공항 가다 내리다
1109,NIA_SL_SEN0606_REAL01,서울역 목적 가다
1110,NIA_SL_SEN1658_REAL01,병원 저기 다음 도착 내리다
1113,NIA_SL_SEN0636_REAL01,명동 차내리다
1114,NIA_SL_SEN0829_REAL01,건너다 내리다 오케이
1115,NIA_SL_SEN0964_REAL01,천안아산역 가다
1117,NIA_SL_SEN1987_REAL01,빨리 접근 가능
1118,NIA_SL_SEN1790_REAL01,아이 사라지다 실종
1119,NIA_SL_SEN0863_REAL01,한국농아인협회
1120,NIA_SL_SEN0925_REAL01,한국농아인협회 내리다
1123,NIA_SL_SEN0492_REAL01,카드 단말기터치 다시
1124,NIA_SL_SEN1243_REAL01,택시 전 저기 곳 도착 내리다
1125,NIA_SL_SEN1885_REAL01,지갑 찾다 실종
1127,NIA_SL_SEN0569_REAL01,카드 가능
1128,NIA_SL_SEN1318_REAL01,파리바게트 다음 저기 도착 차내리다
1129,NIA_SL_SEN1405_REAL01,영등포 곳 길 방법 무엇
1130,NIA_SL_SEN1751_REAL01,경찰 다음 여기
1133,NIA_SL_SEN1215_REAL01,스타벅스 곳 저기 전 도착 내리다
1134,NIA_SL_SEN1832_REAL01,우회전 확인 맞다
1135,NIA_SL_SEN0418_REAL01,명동 차내리다
1137,NIA_SL_SEN1139_REAL01,단말기터치 안되다
1138,NIA_SL_SEN1458_REAL01,종로 목적 가다 길 방법
1139,NIA_SL_SEN0858_REAL01,차 트렁크열다
1140,NIA_SL_SEN1773_REAL01,알다
1143,NIA_SL_SEN1820_REAL01,카드 없다 실종
1144,NIA_SL_SEN1786_REAL01,아이 없다 잃어버리다
1145,NIA_SL_SEN0265_REAL01,도착 가능 몇분
1147,NIA_SL_SEN1972_REAL01,노트북 실종
1148,NIA_SL_SEN0798_REAL01,지금 내리다 맞다
1149,NIA_SL_SEN1798_REAL01,열쇠 사라지다 실종
1150,NIA_SL_SEN0729_REAL01,저기 맞다
1153,NIA_SL_SEN1381_REAL01,송파 지하철 곳 목적 방법
1154,NIA_SL_SEN0253_REAL01,오늘 하루 수고
1155,NIA_SL_SEN1794_REAL01,열쇠 없다 잃어버리다
1157,NIA_SL_SEN0774_REAL01,시청 차내리다
1158,NIA_SL_SEN1453_REAL01,종로 곳 가다 곳 방법
1159,NIA_SL_SEN1199_REAL01,버스 곳 전 보다 차내리다
1160,NIA_SL_SEN1529_REAL01,119 곳 저기 다음 도착 차내리다
1163,NIA_SL_SEN1763_REAL01,편지 저기 곳 다음 내리다
1164,NIA_SL_SEN0067_REAL01,다시
1165,NIA_SL_SEN1111_REAL01,난방 잘 안되다 사용 불가능
1167,NIA_SL_SEN1576_REAL01,언덕 저기 곳 다음
1168,NIA_SL_SEN0840_REAL01,시청 내리다 오케이
1169,NIA_SL_SEN1109_REAL01,난방 고장 사용 불가능
1170,NIA_SL_SEN0022_REAL01,당신
1173,NIA_SL_SEN0883_REAL01,서대문농아인복지관
1174,NIA_SL_SEN1937_REAL01,돈
1175,NIA_SL_SEN0524_REAL01,저기 학교 가다
1177,NIA_SL_SEN1789_REAL01,아이 찾다 실종
1178,NIA_SL_SEN0424_REAL01,여기 맞다
1179,NIA_SL_SEN0233_REAL01,지름길 차내리다
1180,NIA_SL_SEN1164_REAL01,에어컨 사용 잘 안되다
1183,NIA_SL_SEN0635_REAL01,명동 차내리다
1184,NIA_SL_SEN1673_REAL01,버스 곳 다음 내리다
1185,NIA_SL_SEN0903_REAL01,에어컨 켜다
1187,NIA_SL_SEN1902_REAL01,카드 없다 잃어버리다
1188,NIA_SL_SEN1916_REAL01,유턴 맞다
1189,NIA_SL_SEN1898_REAL01,핸드폰 사라지다 실종
1190,NIA_SL_SEN0625_REAL01,지름길 도착 가다
1193,NIA_SL_SEN1759_REAL01,경찰 저기 곳 다음 도착 차내리다
1194,NIA_SL_SEN0082_REAL01,여기 송파 지하철 맞다
1195,NIA_SL_SEN0520_REAL01,학교 안 곳
1197,NIA_SL_SEN1383_REAL01,여의도 방법
1198,NIA_SL_SEN0084_REAL01,여기 1호 되다
1199,NIA_SL_SEN0087_REAL01,택시 여기 되다
1200,NIA_SL_SEN0630_REAL01,지름길 가다 차내리다
1203,NIA_SL_SEN1260_REAL01,맥도날드 보다 곳 저기 다음 차내리다
1204,NIA_SL_SEN1728_REAL01,보건소 곳 다음 도착 차내리다
1205,NIA_SL_SEN1617_REAL01,신호등 다음 도착 내리다
1207,NIA_SL_SEN0014_REAL01,시간 급하다
1208,NIA_SL_SEN0695_REAL01,아파트 안 곳
1209,NIA_SL_SEN0473_REAL01,지갑 실종 없다
1210,NIA_SL_SEN1290_REAL01,이마트 곳 저기 다음 내리다
1213,NIA_SL_SEN0933_REAL01,서울농아인협회 가다
1214,NIA_SL_SEN1646_REAL01,군청 곳 다음 도착 내리다
1215,NIA_SL_SEN0879_REAL01,서울농아인협회 가다
1217,NIA_SL_SEN0975_REAL01,따뜻하다 끄다
1218,NIA_SL_SEN1312_REAL01,파리바게트 다음 저기 차내리다
1219,NIA_SL_SEN1869_REAL01,가방 잃어버리다
1220,NIA_SL_SEN1664_REAL01,샛길 다음 차내리다
1223,NIA_SL_SEN0749_REAL01,버스 곳 맞다
1224,NIA_SL_SEN1460_REAL01,종로 곳 가다 원하다 길 무엇
1225,NIA_SL_SEN1263_REAL01,맥도날드 보다 다음 저기 곳 차내리다
1227,NIA_SL_SEN0641_REAL01,손바닥찍다 내리다 가다
